name,latitude,longitude,average_cost_for_two,price_range,aggregate_rating,votes,cuisines,highlights,all_reviews_count,photo_count
Tavern,18.5412866887,73.8902680948,1000,3,3.3,9,"Continental, Chinese, Fast Food","['Cash', 'Takeaway Available', 'Lunch', 'Credit Card', 'Delivery', 'Dinner', 'Debit Card', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Digital Payments Accepted', 'Indoor Seating', 'Smoking Area', 'Fullbar']",0,8
K Anna Maggie Point,18.5422129696,73.8903056458,200,1,3.4,19,Fast Food,"['Lunch', 'Cash', 'Breakfast', 'Standing Tables', 'Takeaway Available', 'Digital Payments Accepted']",10,3
Chef's Kitchen,18.5395545870,73.8945331424,600,2,0,0,"North Indian, Fast Food","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",0,0
Nanumal Bhojraj,18.5116385954,73.8788821176,600,2,3.8,259,"North Indian, Fast Food, Chinese, South Indian","['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Table booking for Groups', 'Air Conditioned', 'Serves Jain Food', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg']",27,32
Priya,18.5116236528,73.8788254559,300,1,4.3,906,"South Indian, Fast Food, Beverages","['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Sodexo', 'Indoor Seating', 'Pure Veg']",198,165
City Bakery,18.5115909061,73.8787480071,200,1,3.8,47,"Bakery, Desserts","['No Seating Available', 'Takeaway Available', 'Cash', 'Desserts and Bakes']",21,28
New Poona Cold Drinks House,18.5115018860,73.8785703108,150,1,4.2,357,"Ice Cream, Beverages","['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",87,109
Billi's Food Corner,18.5113308402,73.8788764179,300,1,3.3,27,"Fast Food, North Indian","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Free Parking']",9,4
Kohinoor Restaurant,18.5113171692,73.8787161559,200,1,4.2,688,"South Indian, Street Food, Beverages, Desserts","['Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Breakfast', 'Indoor Seating']",208,241
Persian Restaurant,18.5121072216,73.8778015226,500,2,3.6,35,"Chinese, Street Food","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",6,0
Chaitanya Paranthas,18.5348051242,73.8779198751,450,1,3.8,3354,"Chinese, North Indian","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating', 'Serves Jain Food']",208,88
Great Punjab Restaurant & Bar,18.5348261047,73.8777415082,800,2,3.1,147,"North Indian, Chinese","['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Fullbar', 'Indoor Seating', 'Table Reservation Not Required', 'Outdoor Seating', 'Air Conditioned', 'Rooftop']",32,11
Mas's Kitchen,18.5345393717,73.8789575547,350,1,3.1,14,"North Indian, Maharashtrian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",5,5
Brasserie Cinq,18.5344227074,73.8787822053,1000,3,4.4,240,"French, European","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Fullbar', 'Table booking recommended']",119,452
Navyug Restaurant,18.5344799270,73.8789887354,600,2,3.6,158,"North Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Available for Functions', 'Digital Payments Accepted', 'Air Conditioned']",16,46
Maharashtra Fast Food Corner,18.5251605210,73.8597294688,300,1,0,2,"Fast Food, Chinese","['Cash', 'Dinner', 'Takeaway Available', 'Outdoor Seating']",0,0
Shree Kalp,18.5290118789,73.8525786996,550,2,0,7,"North Indian, South Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",2,0
World Of Veg,18.5305431789,73.8511715457,1500,3,4.2,1267,"North Indian, Chinese, Italian","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Romantic Dining', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended']",728,821
Hotel Satkar,18.5315779192,73.8507900015,500,2,3.4,14,"Chinese, North Indian, South Indian","['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",7,5
Peshwai Misal,18.5314637960,73.8506924361,100,1,0,0,Street Food,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating']",0,1
Hotel Swagat,18.5314803264,73.8506528735,300,1,3.6,36,"South Indian, Fast Food, Beverages","['Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Pure Veg']",22,32
Hotel Rachana,18.5312460400,73.8506890833,800,2,0,0,"North Indian, Chinese","['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Fullbar', 'Digital Payments Accepted', 'Indoor Seating']",0,2
Vijay Sweet Mart,18.5314065755,73.8504265621,150,1,0,3,Mithai,"['Breakfast', 'No Seating Available', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Pure Veg', 'Desserts and Bakes', 'Digital Payments Accepted']",0,0
Hotel Sandeep,18.5313315530,73.8503873348,500,2,2.9,13,"North Indian, Chinese, Maharashtrian","['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Outdoor Seating', 'Pure Veg']",5,19
Hotel Neeta,18.5313420434,73.8503471017,550,2,3.4,9,"Maharashtrian, North Indian","['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Table Reservation Not Required']",1,0
Cafe Lucky,18.5259613181,73.8538262621,250,1,3.5,13,"Cafe, Fast Food","['Dinner', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Wifi']",5,21
Hotel Niyamat,18.5237633292,73.8601049781,550,2,3.7,634,"Chinese, North Indian, Mughlai","['Breakfast', 'No Alcohol Available', 'Lunch', 'Dinner', 'Delivery', 'Cash', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",5,8
Hotel Sagar,18.5314332784,73.8502756879,500,2,3.6,30,"North Indian, Chinese, Malwani, Mughlai","['Lunch', 'Credit Card', 'Takeaway Available', 'Delivery', 'Cash', 'Dinner', 'Debit Card', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",7,10
Hotel Trupti,18.5312422253,73.8501211256,400,1,3.7,77,"North Indian, South Indian, Fast Food, Beverages","['Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating']",6,13
Cafe Park,18.5313038964,73.8500570878,250,1,2.4,14,"Maharashtrian, Street Food","['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']",9,17
Bapat Veg Uphar Gruh,18.5105363332,73.8542168587,400,1,3.5,50,"South Indian, Maharashtrian, North Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",18,17
Shri Wadeshwar Bhuvan,18.5107626997,73.8538862765,300,1,4.2,165,"South Indian, Fast Food","['Cash', 'Dinner', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Pure Veg']",85,71
Annapurna Khanawal,18.5111969919,73.8547271490,200,1,0,0,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0
Kalandar Misal,18.5112799715,73.8541209698,150,1,3.4,80,Street Food,"['Cash', 'Takeaway Available', 'Delivery', 'Lunch', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Free Parking', 'Digital Payments Accepted']",30,47
Pune Nashta House,18.5105315642,73.8535972685,300,1,3.5,20,"South Indian, Street Food, Fast Food, North Indian","['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",7,0
Narmada Dining Hall,18.5104120222,73.8531526923,300,1,3.1,17,"Maharashtrian, North Indian","['Cash', 'Takeaway Available', 'Delivery', 'Lunch', 'Indoor Seating', 'Free Parking']",1,0
Chatak Matak Tikhat Misal,18.5113063596,73.8531942666,250,1,0,1,Maharashtrian,"['Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",1,1
Raja Ices,18.5112853763,73.8531382754,200,1,3.6,23,"Ice Cream, Beverages","['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Digital Payments Accepted', 'Pure Veg']",6,15
Hindustan Bakery,18.5094747592,73.8538990170,200,1,0,3,Bakery,"['No Seating Available', 'Takeaway Available', 'Cash', 'Desserts and Bakes']",1,0
Tuljai Biryani,18.5122264445,73.8548233733,500,2,3.8,73,"Biryani, Mughlai","['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Indoor Seating']",22,23
Ganaraj Pure Veg,18.5091580980,73.8538577780,500,2,4.0,215,"North Indian, South Indian, Chinese, Fast Food","['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Table Reservation Not Required', 'Pure Veg', 'Indoor Seating']",66,54
Hotel Swaraj Solapur Special,18.5093335971,73.8553645089,600,2,3.7,159,"North Indian, Mughlai, Biryani, Chinese","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating']",38,26
Martand Misal,18.5090719381,73.8539369032,200,1,3.6,47,Maharashtrian,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Delivery', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",22,23
Priyanka's Kitchen,18.5103411236,73.8526001573,250,1,0,2,"Biryani, North Indian, Maharashtrian","['No Seating Available', 'Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available']",0,0
Parth Snacks,18.5124756996,73.8550771773,150,1,0,0,Street Food,"['Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Free Parking']",0,0
Kiga Ice-Cream,18.5087460560,73.8537582010,300,1,3.8,233,"Ice Cream, Beverages","['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",41,85
Shreyan,18.5087024990,73.8538396731,750,2,3.1,15,"South Indian, Beverages, North Indian","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Breakfast', 'Outdoor Seating', 'Pure Veg', 'Sneakpeek', 'Indoor Seating', 'Digital Payments Accepted']",7,16
Maysha's Biryani King,18.5112670000,73.8522200000,300,1,3.4,9,Biryani,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",5,0
Fossil Food,18.5107482000,73.8521453000,650,2,0,0,"Maharashtrian, North Indian","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Samadhan,18.5107482000,73.8521453000,400,1,0,1,Maharashtrian,"['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Bake 'N' Cake,18.5118954816,73.8520311937,100,1,3.0,22,Bakery,"['Delivery', 'Cash', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",5,8
Kachi Omelette Corner,18.5119270000,73.8520620000,100,1,0,0,Street Food,"['Dinner', 'Cash', 'Standing Tables', 'Takeaway Available', 'Digital Payments Accepted']",0,0
Kondhalkar Mastani House,18.5115855013,73.8521515578,200,1,0,20,"Ice Cream, Beverages","['Takeaway Available', 'Cash', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",0,4
Shaukin's Shrimant,18.5118846720,73.8524606824,500,2,0,9,"North Indian, Maharashtrian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",1,0
Mayur Veg Non Veg,18.5111880000,73.8521910000,200,1,3.6,13,Chinese,"['Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",9,1
Savaji Pure Non Veg,18.5116840592,73.8514263555,500,2,0,9,Maharashtrian,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",3,1
Raja Ki Rasoi,18.5107482000,73.8521453000,400,1,0,1,Biryani,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",0,0
Khadda Kombdi,18.5107482000,73.8521453000,700,2,0,0,Maharashtrian,"['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Marasim,18.5107482000,73.8521453000,250,1,0,0,Biryani,"['Lunch', 'Cash', 'Breakfast', 'Dinner', 'Delivery']",0,3
Raan,18.5107482000,73.8521453000,150,1,0,0,"Fast Food, Street Food","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",0,0
Eathome,18.5107482000,73.8521453000,200,1,0,0,"North Indian, Maharashtrian","['Lunch', 'Cash', 'Breakfast', 'Dinner', 'Delivery']",0,1
Masarap,18.5107482000,73.8521453000,250,1,0,0,Seafood,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",0,0
Chocolate Biclate,18.5128231935,73.8529773429,300,1,0,3,"Bakery, Desserts","['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",2,88
Shri Krishna Bhuvan,18.5135680936,73.8550869003,200,1,4.1,334,"Street Food, Maharashtrian","['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",173,155
Punjab Junction,18.5133315572,73.8548079506,400,1,0,3,"North Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",2,0
Shri Krushna Pav Bhaji & Cafe,18.5133515865,73.8546580821,250,1,0,1,"Fast Food, Street Food, Beverages","['Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,9
Hotel Nandini,18.5128416333,73.8550919294,550,2,3.9,29,"North Indian, South Indian, Street Food, Chinese","['Dinner', 'Credit Card', 'Cash', 'Delivery', 'Takeaway Available', 'Lunch', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg']",1,0
Archana Pure Veg,18.5139699504,73.8561527431,550,2,3.4,72,"North Indian, South Indian, Chinese, Desserts, Fast Food, Beverages","['Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Pure Veg']",42,61
Green Bakery,18.5132082020,73.8538913056,400,1,3.1,4,Bakery,"['Takeaway Available', 'Cash', 'Breakfast', 'No Seating Available', 'Digital Payments Accepted', 'Desserts and Bakes']",1,0
Ronak,18.5145161436,73.8544760272,450,1,3.8,107,"Street Food, Beverages","['Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking', 'Pure Veg']",23,32
Vighneshwara Pure Veg,18.5141034786,73.8561503962,700,2,2.6,38,"North Indian, South Indian, Street Food","['Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Pure Veg']",23,17
Murlidhar,18.5132775098,73.8538245857,200,1,2.9,7,"South Indian, Fast Food","['Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Pure Veg', 'Indoor Seating']",4,15
Agatya Restaurant,18.5143733959,73.8541417569,700,2,4.1,325,"North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages","['Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating', 'Pure Veg']",173,204
Chitale Bandhu Mithaiwale,18.5128785127,73.8539151102,350,1,4.4,2430,"Mithai, Street Food","['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Delivery', 'Breakfast', 'Pure Veg', 'Desserts and Bakes']",270,95
Gaurav snacks and caterers,18.5133470000,73.8537330000,150,1,0,0,"Street Food, Maharashtrian","['No Seating Available', 'Dinner', 'Standing Tables', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Digital Payments Accepted']",0,0
Sankalp Resto & Bar,18.5140182749,73.8563119993,1100,3,3.2,34,"North Indian, Chinese, Mughlai, Malwani, Maharashtrian, Beverages","['Lunch', 'Dinner', 'Takeaway Available', 'Delivery', 'Credit Card', 'Cash', 'Debit Card', 'Fullbar', 'Smoking Area', 'Air Conditioned', 'Indoor Seating']",10,8
Kaware Cold Drinks,18.5149704554,73.8550540432,300,1,3.8,114,"Ice Cream, Beverages","['Takeaway Available', 'Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",67,144
Laxmi Veg Restaurant,18.5147068975,73.8539382443,400,1,3.7,106,"South Indian, North Indian, Chinese","['Dinner', 'Lunch', 'Credit Card', 'Delivery', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Air Conditioned']",15,28
Karachi Sweet Home,18.5146445846,73.8562848419,200,1,3.2,4,"Mithai, Street Food","['Breakfast', 'Takeaway Available', 'Cash', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating', 'Pure Veg']",2,12
Kaka Halwai,18.5146474459,73.8563928008,150,1,3.5,91,Mithai,"['No Seating Available', 'Cash', 'Breakfast', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Pure Veg', 'Desserts and Bakes']",37,66
Durga Bhuvan,18.5147320134,73.8563847542,700,2,3.7,49,"Maharashtrian, Seafood","['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",16,13
Hotel Tilak,18.5095876253,73.8469517604,350,1,4.2,156,Street Food,"['Standing Tables', 'Takeaway Available', 'Cash', 'Free Parking', 'Pure Veg']",76,47
Rohit Coffee Corner,18.5094890662,73.8467948511,150,1,4.0,147,Beverages,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Pure Veg']",32,24
Suruchi Dining Hall,18.5095784053,73.8463740796,350,1,0,0,"North Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Pure Veg', 'Free Parking']",0,5
Frost & Feather,18.5094930000,73.8462140000,400,1,0,2,"Cafe, Sandwich, Beverages","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",2,6
Egg Bhurji Master,18.5094930000,73.8462140000,150,1,0,8,"Fast Food, Street Food","['Lunch', 'Cash', 'Dinner', 'Delivery']",4,1
Belgian Waffle,18.5094930000,73.8462140000,200,1,0,1,Desserts,"['Cash', 'Delivery', 'Desserts and Bakes']",1,0
Hotel Swarajya,18.5096845947,73.8461289927,500,2,0,1,"North Indian, Fast Food","['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking']",0,2
Baker's Magic,18.5097233824,73.8461320102,250,1,0,2,Bakery,"['No Seating Available', 'Standing Tables', 'Takeaway Available', 'Cash', 'Digital Payments Accepted', 'Desserts and Bakes']",0,4
MB Express,18.5090140000,73.8462240000,300,1,3.5,66,"North Indian, Maharashtrian, Seafood","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",3,9
Hotel Ramnath,18.5103315857,73.8462899253,200,1,3.7,429,"Street Food, Maharashtrian","['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Delivery', 'Free Parking', 'Indoor Seating', 'Pure Veg']",139,106
Hotel Hukumshahi,18.5101656256,73.8460639492,200,1,0,0,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Pure Veg', 'Indoor Seating', 'Free Parking', 'Digital Payments Accepted']",0,0
Hotel Mhavra Bakra,18.5088512921,73.8462460041,400,1,3.4,753,"Malwani, North Indian, Biryani, Maharashtrian","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",20,6
Chapara,18.5092460000,73.8479110000,300,1,3.4,11,Maharashtrian,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",7,17
Krishna Bhel,18.5103579740,73.8461293280,200,1,3.6,56,"Street Food, South Indian, Fast Food","['Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",1,3
